text;labels
Os meus dois irmãos foram ao hospital, coitadinhos estão doentes.;1
É só nanias... eh eh;1
Estou on fire e bem me cagando para quem não gosta .;0
QUE IMITADORAS FILHAS DA PUTA;1
as vezes quando faco rt's de uma pessoa, comeco a ganhar seguidores dessa pessoa moooh estranho;1
Vai-se meter com aquela puta ahahahahaha;0
BOA TARDE;0
RT @CAASCORPION: Depois de decretar “calamidade financeira”, governo de Minas gasta mais R$ 21 milhões em helicópteros https://t.co/NSVIp1s…;1
José Augusto - Sonho por Sonho ♥ http://t.co/Kx4rUAe9Vm;1
Vacinação contra febre amarela é intensificada na zona rural de Uberaba https://t.co/rzMCEUhVCO https://t.co/jCthKUj0uo;0
RT @CacoBrasil2: POLÍCIA FEDERAL prende um homem por tráfico internacional de drogas com 10kg de cocaína em aeroporto de MG https://t.co/8W…;0
Publiquei uma foto nova no Facebook http://t.co/oLl1vyUN1d;1
meu deus, isto não é normal. cá em casa eu faço de psicóloga. sou eu que resolvo tudo, é a mim que perguntam o que devem fazer.;1
@almaradona melhor, só os cânticos dos adeptos nas bancadas. Passaram jogo a gozar com moyes;1
"""um pensamento negativo é como um pneu furado, nem sempre chegamos longe sem muda-lo""";0
Prémios Country: o que elas levaram vestido. http://t.co/NxJc4gQLjA;1
PM apreende pés de maconha e drogas em Uberlândia https://t.co/jVRnQBugtG https://t.co/BoFals267A;0
Querem ver que a gaja vai lá ficar? Ai que nervos. #FactorX;1
@MoratoAlicia fieestaaaaa u.u;0
@carolsvga Toda a gente pensa que sou mais velho, acho que isso é bom :3;0
Ando com imensa vontade de matar alguém, um dia expludo;1
Ficas com a Débora que eu fico com a Joana;0
atualização de acessos no meu perfil http://t.co/DBgMhvP4aH;1
vejo a Springfield do povo tudo enorme, e a minha zero;0
Parece que cardozo nao vai jogar com o sporting;1
Photo: Genebra II: Irão e Turquia vão pressionar para cessar-fogo na Síria Por forma a acabar com a guerra... http://t.co/u7jcYwm3uY;1
RT @omalestafeito: estamos a 10 pontos da pontuação final no ano passado;0
Pelo menos 21 mortos em explosão em fábrica no Vietname  http://t.co/bLsDQaSjoK;1
Portugal está acima da média europeia na sobrevivência em vários cancros http://t.co/iUuJ5HmB7v;1
@ollgdestiny @ciggarettez Devem estar a suspender contas por terem descoberto que os ema estavam a ser roubados eu fui suspensa mas consegui;1
Nem todos;1
Ok vida, ja provei que aguento muitas coisas. Podes parar com os testes!;1
Já que ela faz me sofrer também não faz mal nenhum se ela também sofrer;1
se tentar explicar o que sinto a 99% das pessoas dizem que percebem, e não percebem merda nenhuma;0
vontade de matar alguém;1
tu és um pedaço de mau caminho.;1
"quem nunca chegou à aula, pôs os pés em cima da mesa e disse ""cala-te."" à stora? eu nunca, mas vontade não falta";1
"@Adrianapratas1 se quiseres dizer qual? Ahah 
Junta-te ao clube :cc";1
quero muito repetir o dia de ontem #ilovepraxes;0
Ontem o pessoal disse que eu já era mesmo fufa e q já não era bi .;1
Não sei se já repararam mas as letras da Hannah Montana adequam-se tipo a todas as situações da vida;1
Algarve gela com 2,5 graus negativos http://t.co/37eXPqFeDb;1
Homem é preso pela PC em Pirapora suspeito de envolvimento em roubo https://t.co/DkyFcdPe3R;0
o meu pai pensa que eu como com as galinhas porra;0
"RT @duusales: A Açoriana engana-se: ""Aw que fofa e engraçada""
Qualquer outro engana-se: ""EMBORA DESTE PROGRAMA""";0
adoro pessoas que brincam com todas as situações;0
Dois dias bem agitados, com muitas caminhadas e muitos bons momentos para mais tarde recordar... Viva Paris !!!;0
""" Tu pra mim és a única mulher que me completa, tu pra mim és a única mulher que me satisfaz e com apenas um abraço me desmonta """;0
RT @g1: Tentativa de fuga é impedida no presídio de Mariana, MG, diz secretaria https://t.co/AavPLJ5BBN #G1 https://t.co/3WNyyYm2mU;0
eu to no chão;1
Gostei de um vídeo do @YouTube http://t.co/8G4AmmTny9 Gta V # Bug resolvido (Ps3);0
"""eu venho da linha de sintra , e tu ? """;0
Juro que não conhecia isto LOL | Steve Ballmer - Developers: http://t.co/89lDQwiuZi via @youtube;1
És um palhaço mas um palhaço oh Robert de merda! Em Portugal só fazes épocas de merda, vais p/ o olímpyacos e lá já aprendes a defender..;1
Portugal vs Suécia Em directo: Em directo Portugal vs Suécia Playoff - 1ª Mão - Futebol em Directo - QF Mundia... http://t.co/H98X37S16U;1
eu dou sempre tudo o que tenho;0
Tostas de um metro. (@ Café Penta) http://t.co/g0pjOBSqCs;1
"Os ensaios já começaram e os nossos convidados já estão em estúdio! Têm perguntas que lhes queiram fazer? ;)";0
"Adesão ""entusiasmante"" e ""enorme compreensão"" no começo da greve da função pública, indicam sindicatos http://t.co/zK9zcgmXA6";1
@o_antagonista presidente do Senado esnoba justiça, governador Minas passa mão em contas judiciais. A democracia dos heróis contra ditadura;1
Centro aeroespacial alemão ajuda programa brasileiro http://t.co/Uvg72rSnzN;0
Adicionei como favorito um vídeo @YouTube de @TheVlogGames http://t.co/EeM4xL5Woq BGS 13 A Odisseia! Momentos do Evento!;1
RT @MahggaSantana: E O SENHOR GOVERNADOR DE MG. COMO TEM CORAGEM DE OLHAR P SEU FILHO SENDO DESLEAL DESSA MANEIRA. E O @STF_oficial;1
O orgulho estraga tantas coisas. http://t.co/GCF9ue3Set;1
AMANHA :-) TENHO :-) ESCOLA :-);0
Tas-me a por nervosa;1
RT @joelysandra: Cc @editeestrela RT “@mobittoPT: Sabias que a #UNICEF assinala pela segunda vez, o 11 de Outubro, como o Dia Internacional…;0
@aquelawii já sei otaria, nao avisaste que ias ! camandro;1
@Patuleia A serio! Fiquei mesmo surpreendida porque gostei mais que aquilo que pensava que ia gostar :p;0
Ganhámos 4-3 ao Bucelenses ! Passámos para 2º lugar !;0
Finalmente tiraram o Lourenço!;1
@TheRealCuca meh só se fosse o galaxy s4 . mas olha só que bonito http://t.co/HK6iIPcQOU;0
As Rennie já esgotaram nas Farmácias de Almada... http://t.co/9WUpnQMwp8;1
@pat_pimentas fosses comprar atrasada, agora pensa...;1
estou tão cansada hoje;1
RT @revistavoto: Governo de #Minas gasta R$ 50,8 milhões com helicópteros https://t.co/KNJEi9SXxb  #politica;1
mas os fatos dos figurantes e o cenário estão fantásticos;0
''Estes jogadores arrancaram, sem dúvida, a melhor exibição da temporada - foram gigantes!'' (Benfica);0
"TAÇA AF SETÚBAL»» CHARNECA DE CAPARICA 3 DESP. FABRIL 1
 
Charneca de Caparica foi a grande sensação do Grupo B... http://t.co/ucWg9vTk9G";0
Araxá recebe novas doses da vacina contra febre amarela https://t.co/B3lSnIknVC #OperaçãoBetaLab https://t.co/W1UXBT0AFX;0
Não vale a pena correr atrás de quem não corre atrás de mim, e está mais que na altura de me mentalizar disso.;1
Estou constipada e cheia de frio.;1
Último dia que estou cá. Dizem que não me podem pagar hoje quando me tinham dito que sim. Esta gente tem incompetência escrita na testa.;0
"Coisas que detesto que a minha Mae me faça:
- acorde cedo
-me compare com os outros
-quando tenho fome e ela faz peixe para o almoço";1
Apetece-me ficar doente pra faltar à escola, mas depois perdia matéria e lixava-me.;1
RT @CasaPessoa: O futuro é a única propriedade que os senhores concedem de boa vontade aos escravos. - Albert Camus;0
O mau da próxima semana é que já não há greves para uma pessoa ficar em casa;1
"Blogtailors Curso de Marketing do Livro, por Paulo Ferreira — início a 19 de novembro (LISBOA): 
 
O Curso de ... http://t.co/22huy8uRTi";1
Estou na corrida para ganhar 1 bilhete vitalício para o Rock in Rio Lisboa. Entra também no desafio! Participa em  http://t.co/AdGoUeGgt2;1
Presídio privado em Minas Gerais nunca teve rebeliões https://t.co/6obJgPCLt4;0
Nunca sei como vai ser o meu amanhã...;1
Juiz de Fora (#MG): Contra falta de segurança nos ônibus, #motoristas e cobradores farão ato no dia 4 de janeiro… https://t.co/8sFksNUhla;0
@Filipemgf @Jo4nito ia-me saindo uma asneirada;1
RT @Dids_md: Quero ir dormir;0
Bem vamos ignorar e ser felizes  !;1
A partir de hoje o Cardozo pode dar cargas de porrada no “Jasus” as vezes que quiser. Ai aguenta, aguenta…;0
# PS/Porto contra acordo Rui Moreira/Manuel Pizarro http://t.co/q58kIYMeD2 Em http://t.co/MDmhqgtnSp;0
@inesrsr por isso e por me fazeres sorrir :');0
reclamam que têm fama de puta\\ vao po bbc roçar-se a todos;1
@nezzz426 já passou na Mega Hits;0
@Rafapereirarroz tenho uma;0
É a retoma, é a retoma! Mercado imobiliário dispara e o pessoal desata a comprar herdades. http://t.co/jB5GDdcukx;1
@_tenhosardas Siim, só não sei quantas vzs. :(;1
@jrmpinto @NMBM1904 tanta coisa q podiam falar de Casuals...e vão meter os russos malucos à porrada.;1
"Acho estúpido alguém dizer par o namorado ou namorada "" és a razão de eu viver"" tipo wtf? nao é por causa do. oxigénio que nós vivemos?";1
RT @Nelson_Andradee: Miley ! Começa o twerk e as lambidelas em martelos ! #MTVEMA;0
Gostei de um vídeo do @YouTube http://t.co/owYk473NLM Dealema-Sala 101;1
"Que estás à espera para deixares?
http://t.co/xKFZQaJIsD -- Risco de morte prematura por tabagismo é mais grave do que se pensava";1
@sweet_marianaa ó m calma temos um segurança o qual o nome ñ sei.;0
"Quero ter o cabelo assim outra vez ...
https://t.co/4Y2SY75kX5";0
RT @pinguim41: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/Iem4N1r0Fd;1
Ela canta super bem;0
48.000 fãs. Obrigado!;1
RT @VEJA: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/qafiUipXEv;1
"Rui Rosmaninho / Câmara Municipal de Anadia
CAR - Centro de Alto Rendimento de Anadia
© Fernando Guerra, FG+SG... http://t.co/Z2fRJvx2wt";1
O João hoje começou a cantar a ‘não me toca‘ e a agarrar a mão da stora de Português quando tavamos a fazer teste. De chorar a rir;0
#palavradodia matriosca |ó| (russo matrioshka) substantivo feminino Conjunto de bonecas semelhantes [...] http://t.co/tMS60s0qVU;1
Mas vai tudo ao concerto do Anselmo e eu vou ficar em casa outra vez ?;0
RT @KoolAidFred: A no e o brito estão a ter a conversa mais porca;1
vá mpts, digam lá que foram roubados e nanana. Para a próxima ganham vocês;0
Sr. Avelino o que batatas fritas à soute? Ora, são como as outras só que são aos triângulos #so90 http://t.co/REy4jMazuY;1
Juro que tou bue com cara de zombie... Credoo, o que é que se passa comigo;1
Possibilidades infinitas com Rowenta http://t.co/M1bbEqPnAX;1
Tudo ia mudar;1
tou a tremer por todos os lados;0
#NatalNãoÉNatal sem http://t.co/ZXhZaGIlXJ;1
Vou começar a usar as minhas luvas de pele..;0
ando tão bipolar.;1
RT @stevesemjob: A vida está a ficar tão repetitiva que todos os dias parecem ontem e amanhã tu já sabes que vai parecer hoje que foi igual…;1
Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/KSHdRTcE9E;0
@ineesbras hoje???????????????????;1
http://t.co/0mcNNKeviS  TU VAIS VENCER!;1
Irei defende-lo sempre;1
Mas este não é em Espanhol  :(((((((((((((;1
"Em menos de 24h o Benfica ganha 3 Derbies :D

Benfica &lt;3";0
Lembram-se quando a MTV passava música?;1
PCP confronta Ministra com falta de medidas de apoio às atividades agrícolas e piscatórias na região algarvia http://t.co/UjiXgBS9dc;1
seu perfil foi visto por 5 pessoas nas últimas 4 horas http://t.co/jxaPrU60Mf;1
Um treino de busca e salvamento em São Francisco que ia correndo muito mal... foi por pouco! http://t.co/IBrQMcZOId;1
E pronto, vou passar a vida a chorar.;1
Odeio sportinguista s;1
deve ser para ai a quarta vez que a spencer da-me unfollow sem querer;0
Olha e eu que pensava que o Leonardo Jardim não falava de arbitragens e que isso era ser cínico :(;1
Beber chazinho é bom;0
Mas não entendes;1
conectar baseia-se em Benfica só s2;0
Estou lixada!!!;1
RT @ZeGeraldo1436: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z;1
RT @cmjornal: Um morto e dois feridos graves numa explosão em Leiria http://t.co/peIR325W0T;1
Mafalda, hoje o guia lá da visita mandou beef pa mim!!!;1
aula de economia e os momentos do Agostinho;0
@marianatamaral fds acabei de dizer q te levo puta. Começa a preparar-te q vai ser de arromba;1
Sair da cama está complicado;0
Foi pena não ter ido mais gente da turma mas de qualquer maneira foi divertido ir ao fórum com os que foram.;1
RT @bea_geezus: @IkiSofs ninguém percebia que me chamava Beatriz o que era deveras sad ahah;1
não gosto que me digam o que fazer;0
mereces aplausos... só que na cara.;1
RT @Vpcrlqtfd: Sei que a escola é o que fará de nós pessoas de sucesso, mas acho que também exige mt de nós, é gnd massacre psicológico;0
Esta pessoa não escreve ao abrigo do acordo ortográfico mesmo porque não quer;0
@Marianaaa_costa Olá amor! Sabes que temos um trabalho p fazer certo? xD;0
O tablet esta a dar-me choques;1
Foi o crepe que me lixou todo,fuck you chinese woman!;0
Três jovens de 20 anos são presos por envolvimento em um roubo em Unaí https://t.co/O9zfxQm4JL;0
@susanamouraa ohh pt que saudades!;0
eles estão bem, acho eu, não me posso meter no meio ne?;1
eu gosto do tempo assim, estou farto de usar a roupa de verão;0
RT @beatrizcamolas1: Orgulho em ser lampiao;0
e então ? porque te importas ?;1
va vou sair daqui que isto nao é a minha vida;0
RT @Hellblazer2014: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/epqGDtcJ8m;1
O que é que vocês lavam primeiro no banho?;0
É provável que daqui bocado adormeça.;0
desculpa aií Tânia!;1
a cena perfeita na tv para eu melhorar;0
Tertúlias de Lisboa | Sábado dia 9 Novembro 2013 http://t.co/ObBq9gnmV7;0
@MartaVieiraE3 não te estiques aiaiiai! os pais dele disseram a polocia que os meus amigos o tinham espancado!;0
está tanto frio porquê mundo cruel ?;1
Morreu o Mandela :-(;1
Boa meu Vasco;0
"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…";1
"Eu vejo golfinhos :|
#RorschachDoodle http://t.co/TrFE9ibv7y";1
Edifícios e Energia - Directiva Eficiência Energética: Portugal está a estudar medidas... http://t.co/rUDWnKAbf9;1
Venezuela: Rodolfo Marco Torres, nomeado presidente do Banco Bicentenário http://t.co/QhcpwmlzHo;0
Após denúncias, cães encontram drogas e menor é detido em MG https://t.co/y5EPKyw9pt;0
Bins dias pessoas;1
Hoje falei bue no twitter;0
"Acabo de completar ""Nome do seu filho"" e meu resultado foi: Lucas! Experimente: http://t.co/WWOTaVxgop";0
Godinho, eu odeio está aula, pelo menos faço algo produtivo;1
Arrancou hoje a Feira de Natal que vai animar o Mercado de Fusão da Praça Martim Moniz, em Lisboa, durante o fim... http://t.co/ACVIRldnI8;1
Aiii não Pedro;1
Detesto nem sequer conseguir respirar por causa desta porcaria de constipação.;1
(Em Destaque) Portugal errou ao querer ganhar o concurso de beleza da austeridade, diz economista Paul de Grau... http://t.co/umKvdnIuqj;1
"Sim, porque se me ouvirem a ler ""crl"" pareço um ucraniano.";0
Bom dia :) http://t.co/GVrx4mx0bU;0
@twix_mags awww obrigada linda, mega cute tu s2;0
passei o dia todo a dormir com dores de cabeça;1
"Primeira sessão de cinema com tela gigante começa em Porto Alegre: Cerca de 600 espectadores foram assistir ""C... http://t.co/i0cGv3zo4x";1
"@InesaPOW mesmo já tenho saudades &lt;3 :c";1
@Rui_Castro @Vega9000 @deocleciano1972 @RuiMCB em nada.;1
@Ricardolima92 não sei. Estou aborrecida;1
PSOL vai questionar aumento de vereadores e prefeito de BH na Justiça - Politica - Estado de Minas https://t.co/8wxxPtj8Wu;1
onde é a que stora de pt vai desencantar as frases para os nossos exercicios? #awkward;0
os meus tweets antigos fazem-me chorar.;1
Araxá recebe novas doses da vacina contra febre amarela https://t.co/gOJ9tZPUqs https://t.co/uOh1eF49xG;0
FODASSE TROVOADA NÃO.;1
Aumenta mais uma vez a carga fiscal. Diminui mais uma vez o rendimento disponível dos funcionários públicos (e trabalhadores em geral). D...;1
RT @dinheiro_vivo: Uma escritora portuguesa entrou pela primeira vez no top 100 da Amazon http://t.co/WfaNHiENRN;1
RT @KikoisHot: ew, vais levar isso vestido? http://t.co/EYVj235vwG;1
RT @mafaldarola: @flavio_costa69 boa sortee;0
RJ faz bloqueio contra febre amarela na divisa com MG https://t.co/8lZWXUJ1g6 https://t.co/P53yK3KK4U;0
Agência Minas Gerais | Governo de Minas Gerais regulamenta Marco Regulatório das OSCs https://t.co/WTmhXMXdCU;0
@sup3rfm pergunta rápida: depois de estar a funcionar todo o update é feito do vosso lado sempre que o cliente muda de ip, certo?;0
Rob5rto , não ligues ao haters;1
@nunof_98 a minha calculadora diz que ficava 14.999;0
Pessoas que dão risadinhas idiotas no meio de filmes em situações que não têm nada para rir, é só informação a ser dada.;0
Descobre o meu Dia Perfeito no Rock in Rio Lisboa. Vê quais são as minhas bandas favoritas e faz like em http://t.co/HcoKsdIUiY;1
fiquei sem resposta para ele agora , juro que fiquei .;0
FOI TAO, MAS TAO GIROOOO;1
#SeÉsDaMinhaTurma não me sigas;0
Portanto, um dos melhores cantores da noite vai à vida. So not fair! #FactorX;0
gostava de ficar doente e vomitar, porque emagreço bué;0
Tentativa de fuga é impedida no presídio de Mariana https://t.co/FXi0yibbQQ;0
Rebentando os tímpanos. Preciso disto.;1
RT @cmjornal: Menina virtual apanha 20 mil pedófilos http://t.co/5J4vFKiubO;1
Como gostas de celebrar o teu aniversário? — Neste momento com as pessoas que me fazem feliz.. http://t.co/OIml60P0il;1
@bbarbaraaaa gosto mais com o lockscreen do ios5, but thaaaat’s me . e esse verde as árvores ehehe muito Natalícia mesmo . gurl, u r ready;0
"Sena diz ""Queria só dizer aos benfiquistas que 'aziado' não é um argumento"" - logo abaixo - Ruben (sportinguista): ""Juro que estou aziado"".";1
RT @VEJA: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/qafiUipXEv;1
Mas a ideia que tenho na minha cabeça nada nem ninguém vai poder mudar;0
Adoro conversas que envolvam sentimentos, adoro falar desses assuntos;0
RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl;0
Curtia de hoje à noite ir ao pc;0
RT @IuriGMG: @sophduarte oi querida xD;0
Há coisas que mexem mesmo com o nosso psicológico;1
Com este grizo: Eu em casa do meu namorado e ele a jogar ps3 com os amigos #quentinhoquentinho;0
"LIGA PORTUGUESA DE BASQUETEBOL
- Maia Basket já não vencia desde a jornada inaugural da LPB. http://t.co/IlS9c8j1IM";1
Fabuloso. http://t.co/hxhaXiAE17;0
"RT @adleal: @santander_br Depois de 2 horas, 7 ligações e 12 assistentes, a última chamada ""foi caída"" sem que meu problema fosse resolvido.";1
pq que no @factorxsic os concorrentes vao com phones ?;0
@martaZanguinass a espera p ir p casa..... isto de nao ter carro nao da com nada;1
não deveríamos sentirmo-nos incomodados por acharmos que as nossas opiniões possam trazer graves consequências para nós;1
voces não tem noção o quanto ligo aos conselhos daquela miuda!;1
Andam a acontecer coisas estranhas , mas vou ultrapassá las sozinha .;1
"Gostei de um vídeo do @YouTube de @thecgbros http://t.co/kwRD49nQR9 CGI Animated Short HD: ""Runaway"" by Susan Yung, Emily Buchanan";1
RT @stevesemjob: Saí do meu quarto e encontrei humanos, que experiência horrível;0
"Soluções para o BES: ponham os dois a liderar e chamem-lhes ""coordenadores"". Diz que resulta.";0
anda por ai muita gente carente...;1
"RT @CeliaNacarato: ""Governo de Minas Gerais compra mais dois helicópteros."" Calamidade financeira? Pimentel na cadeia, ja! https://t.co/9qu…";1
Acabei d ver a casa dos meus sonhos omg;1
QUERO TUDO MENOS A PUTA DA ESCOLA;1
Polícia Civil apreende drogas e materiais para refino em Iturama https://t.co/i7W7TDSVAA https://t.co/9oVKPfqGCD;0
Gostei de um vídeo do @YouTube http://t.co/dbNyGLaeqE John Farnham - Burn for You;1
Duas barras encerradas devido à agitação marítima. http://t.co/yPlP8c54sA;1
Invadimos o sótão da minha avó http://t.co/LxRCL9KEJM;1
19:19 não precisar de ninguém para ser feliz;1
@RebeloNuno @FDesempregado é do mesmo sitio! :) é daquelas compilações de entrevistas da TVI :);0
RT @Lekospt: Vejam as coisas pelo lado positivo, ao menos pode-se focar mais na Liga xD;0
Que mar de gente;0
@mariasfcunha Ah bom, assim está bem.;0
Parabéns, espero que estejas orgulhosa daquilo que construí até hoje ...;0
hoje fui a queluz, cheguei a casa, almocei e arrumei.;0
@Carolina_Poim04 nao era para ti por acaso era para o mauro, mas tmb serve;1
https://t.co/D98Jn5YTOY - Parece q todo mundo q vira governador de MG se acha dono do estado. Foi assim com os três últimos governadores...;1
a da tvi continua a chorar :x;1
RT @Rafaela34726510: @DianaFlopes fogoooo, e ficamos sem o bolooo :c;1
não gosto da pessoa em si, gosto da pessoa em mim;0
Olha ela de Cap toda linda;1
e amanhã tenho teste de espanhol e fq :c;1
Ando sem vida, para escrever tanto tweet, dassassi;1
HÁ AQUI PESSOAS A DEPRIMIR POR CAUSA DOS NAMORADOS E EU AQUI A DEPRIMIR PORQUE TENHO SOLUÇOS !;0
Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/rGggNFdSUw by #VEJA via @c0nvey;1
Polícia em MG apresenta rapaz que recebia drogas sintéticas via correios https://t.co/ziPthKzWpe;0
PINN: Últimas PINN: Embaixador angolano prepara fórum Angola-Suíça http://t.co/K9ZJR1AX9o #PINN;1
apetece-me chocolate.;1
Eu escolhi ser feliz.;1
@mermakasoraia PARABÉNS s2;0
Trabalho comunitário salva 17 mil da prisão http://t.co/682HKipEXc #media;1
Detran-MG realiza ações de educação de trânsito durante mês de fevereiro https://t.co/dT08yBiOZP https://t.co/mAFHNbAbl0;0
"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…";1
... podes responder-me a uma ultima coisa? Eu perdi-te ou nunca te tive?;1
Crítica Youtube e Google+: http://t.co/1sDA09pAtn via @YouTube;1
RT @daniacm_98: Fazes-me falta;1
@GucciNi24, nem isso devias ver meu.. Pior que Malhação! (@cassocaa);1
Já estamos em Dezembro!!!! Ta qseeee;0
RT @nenefilipa5: Vão sair a noite esquecem o telemóvel por completo aiai;1
Depois das experiências com Nacional e Académica, Jesus opta pelo trio Matic, Enzo e Amorim no meio-campo. E bem.;0
Sempre acabo vivendo todo o romance dentro da minha cabeça, sem conseguir ver que lá fora tudo ocorre como num desastre.;1
#Miley #CaraPodre;1
RT @PortugalSphera: Hélder Postiga (Valência), Hugo Almeida (Besiktas) e Éder (SC Braga) #seleçao;1
Polícia Militar apreende armas e drogas na Região do Barreiro, em Belo Horizonte https://t.co/lbue7tFKGB;0
A partir de hoje vou ser como as pessoas são para mim. Gente que só fala quando convém e precisa da nojo já.;1
Trio é preso suspeito de roubo, tráfico e abuso sexual em Uberlândia: Um dos autores teria molestado vítima de… https://t.co/lQ8cTSNftA;0
Publiquei uma foto nova no Facebook http://t.co/wpiK1afZfJ;1
13:13 q falso;1
pensava que era mais importante para ti;1
o twitter hoje está insuportável.;1
@fifiqzz bom dia linda;0
RT @21nunogomes: Ruben Amorim és grande! Jogas muito!Força amigo!;0
eu só me meto em confusões!;1
@MeloSemNome afirmativo;0
Foi bom enquanto durou;0
tou com 18 euros e amanhã queria comprar tabaco vou ficar 14 para ai, e preciso de 30;1
ze, meu melhor amigo, meu maninho, nao te posso perder, fica cmg pff :'(;1
acordei com 4 sms de bom dia e uma chamada não atendida , awn s2;0
Escola, posso pedir-te um favor ? Deixa-me dormir só mais um bocadinho amanhã, por favor.;1
#pubhonesta A incontinência tomou conta da sua vida? Não se preocupe, não durará muito mais tempo. A sua morte está próxima.;1
RT @dianaaaandre: @iamExza apesar de não falarmos assim tanto, se precisares de falar i'm here, ok?;1
"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…";1
Dois homens são preso após roubo de vaca na zona rural de Unaí https://t.co/XSutv6SEse https://t.co/d1QiXPiiYh;0
@frikibrites e mais uma vez obrigada pela ficha! Foste uma querida!;0
Gostei de um vídeo do @YouTube de @kauan_brandao http://t.co/jUVhX2ATyG Battlefield 4 - Review Arma MP7 SMG - Recoil, Dicas,;1
Cheguei à conclusao q o twitter resume-se a pessoas insatisfeitas com a vida. Sim, pq se estiveres feliz, é raro tweetares.;0
Europa deve encontrar “soluções inovadoras” que defendam “os seus interesses e valores” http://t.co/AU9OHhOCUD;0
Agora pode buscar 3! Minas merece! Votou em PeTralhas p presidente e governador! Ia dar nisso.... https://t.co/0qR6qoCX43;1
RT @catarina_yooo: Fui surfar, e vi a Juca e a Marta.;1
Ação do Governo de Minas beneficiará 12 mil agricultores familiares https://t.co/HWXdRZbbt7;0
@Ralex_11 vá, não te quero triste;1
Anteriormente, as roupas eram diferentes, e também muito atraente) http://t.co/HatufXbBo5;1
Anúncios com o George Clooney prendem uma pessoa ao ecrã.;0
"Marcio e Lili Barboza recebem Cappellini: 

Nome de peso no design italiano - e o homem por trás da marca q... http://t.co/r3z5JGL3m7";1
mas hoje parece q toda a gente da nha turma morreu c a aula de fisica;0
"eu e ele lindos &lt;3 http://t.co/1joSOAU37A";0
RT @RuiMCB: Portugal e Suécia no PISA2012: a culpa do colapso sueco não é dos filhos dos imigrantes via @SAPO ShareThis http://t.co/DkdnTYy…;1
Motoristas e cobradores manifestam contra insegurança em Juiz de Fora https://t.co/sQRC2v3Fiu https://t.co/MvVvElQKjE;0
mas só vou saber se vou ao concerto em 2014, afff #EMAzing One Direction;0
"RT @JBarbosa2014: A FÓRMULA DO FRACASSO:
O governo PETISTA de FERNANDO PIMENTEL já está entre os PIORES da história do Estado de Minas Gera…";1
Estou a fazer um video que vai ficar lindo!;1
tao triste que estou mas nao cnsgo explicar o porque;1
@vann_that kkkkkkkk, nem falei nd ainda;0
RT @CasaPessoa: Porque os outros vão à sombra dos abrigos/ E tu vais de mãos dadas com os perigos/ Porque os outros calculam mas tu não. - …;1
Agora não consigo responder a comments no video por causa do Google+ -.-;1
Voluntários doaram 368 milhões de horas no ano passado: O INE estima que os voluntários são responsáveis por 4... http://t.co/luC6MZ6M1S;1
A Naifa: isto já não vai lá com cantigas http://t.co/NZWaUMrmNM;1
"RT @Nelson_Andradee: O cabelo da jurada do ""X Factor"" está com o periodo ?";1
RT @JDanieldf: Pedindo para que MG reaja? Reagir contra o governador queridinho dos eleitores mineiros? https://t.co/mMCw5wyyL8;1
Se foi isto que disse, e acredita no que disse, e está disposto a bater-se pelo que disse, estou completamente de... http://t.co/DDnSG7QT8m;1
@RuiMPego espera pelas netas do fado que a morena é capaz disso;0
Maurição;1
"A 11ª edição do ciclo Xerifes&amp;Cáboys no Quatorze | Espaço Cultural, em Braga, convida os CANGARRA a mostrar o seu... http://t.co/sBrwwnYd7Y";0
Sal dos analgésicos solúveis podem ser risco - Ciência - DN http://t.co/VVVeWk4aFA;1
Publiquei uma foto nova no Facebook http://t.co/vUaFP27AUP;1
Tenho o nariz vermelho.;1
@poeta15207076 para de falar o toa xD;0
Mas eu só vejo o Factor X por causa do @OfficialDiiogo! Para mim é melhor *o*! Força!;1
RT @homereatadonut: E NINGUÉM PÁRA O BENFICA E NINGUÉM PÁRA O BENFICA ALÉ OOOOH;1
RT @ricardocapote1: Ninguém entende por isso guardo para mim;1
"Personagens da campanha ""O Amor é a Melhor Herança, Educação para as Crianças"" estarão na Praça da Alfândega: ... http://t.co/JokXtup9if";1
@SSaintMaxent eu tenho! muahahah.;0
Adicionei como favorito um vídeo @YouTube http://t.co/NEzQUKFt70 Grand Theft Auto V: Michael;1
"há favoritos que eu fico a pensar ""estás a querer dizer o que com isso?""";1
TãoLimpo #FotoBen http://t.co/4yM9LnfELM;1
